x_m,y_m,elevation_m,x_ft,y_ft,elevation_ft,acquisition_date_start,acquisition_date_end,acquisition_date_mid,decimal_year,survey_title,inport_id,source_file
191797.9172,560108.3058,0.7087,629257.0,1837622.0,2.3252,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191799.746,560108.3058,0.541,629263.0,1837622.0,1.775,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191763.1699,560106.477,4.7552,629143.0,1837616.0,15.6011,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191764.9987,560106.477,4.6211,629149.0,1837616.0,15.1611,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191766.8275,560106.477,4.4808,629155.0,1837616.0,14.7007,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191768.6563,560106.477,4.2421,629161.0,1837616.0,13.9176,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191770.4851,560106.477,3.9479,629167.0,1837616.0,12.9523,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191772.3139,560106.477,3.6678,629173.0,1837616.0,12.0333,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191774.1427,560106.477,3.4656,629179.0,1837616.0,11.37,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191775.9716,560106.477,3.323,629185.0,1837616.0,10.9023,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
